nama_model,kode_model
Harley-Davidson Dyna Wide Glide,747
Harley-Davidson Sportster,478
Harley-Davidson Dyna Street Bob,535
Harley-Davidson Road King,989
Triumph Bonneville T120,1416
Harley-Davidson 1200 Custom,1719
Harley-Davidson Heritage Springer,824
BMW R 1200 GS,2024
Suzuki,1519
Kawasaki ZZR 1400,1442
Honda CRF 1000,136
Kawasaki Z 1000,1060
KTM 1290 Super Duke R,2022
BMW S 1000 RR,365
Piaggio Medley 125,212
Kawasaki Z 1000,661
KTM,1106
Piaggio Zip 50,174
Yamaha XV 1900,230
BMW F 750 GS,170
Honda NC 750,940
KTM 1290 Super Duke R,2018
Honda,674
Harley-Davidson,1578
Harley-Davidson Fat Boy,671
KTM 790 Duke,675
Yamaha TMAX 530,666
Kawasaki Versys 650,790
BMW S 1000 RR,1122
Triumph Bonneville T100,259
KTM 890 Duke,218
Piaggio Ape,1883
Yamaha Wolverine 450,1289
Honda Crosstourer,1626
BMW R nineT,534
Ducati Diavel,932
Kawasaki VN 1700,761
Generic Trigger SM,1498
Honda Vision 110,138
BMW F 800 GS,724
Honda CBR 1000,2051
MV Agusta Brutale 675,333
BMW R nineT,136
BMW F 800 GT,1358
Honda,1842
Kawasaki Z 900,1556
Yamaha MT-09,1505
CF Moto Jetmax 250,1460
Gilera RCR 50,1484
Ducati Diavel,705
Keeway,1466
Ducati Multistrada 1260,1250
Kawasaki Z 900,210
BMW R 1200 GS Adventure,791
BMW F 700 GS,1416
Kymco Agility 125,1314
BMW F 800 GS,727
Suzuki Katana 1000,733
Honda CB 500,1843
Ducati Multistrada 1200,259
Harley-Davidson,322
Honda NC 750,1925
BMW F 900 XR,712
Harley-Davidson Deluxe,753
Yamaha YZF 1000,997
Others,808
Peugeot Ludix,947
Piaggio,212
Buell 1125 CR,645
Harley-Davidson Custom Bike,259
BMW R nineT,140
Daelim Otello 125,835
Harley-Davidson,2017
Ducati,929
Harley-Davidson Heritage Springer,2051
Harley-Davidson Ultra Classic,1052
BMW F 900 R,2051
SYM Joyride 200,1416
KTM 1090 Adventure,1192
Fantic,898
Suzuki B King,676
KTM 990 Supermoto,653
Honda CBR 125,255
Kawasaki Z 900,1505
Honda CB 1100,2041
Kawasaki Z 900,533
BMW F 800 R,709
SYM GTS 250,958
Yamaha X-Max 250,972
Zhejiang Jiaji / Huatian,968
BMW R 1250 RT,891
Triumph Thruxton,623
Honda CB 500,1052
Ducati Monster 797,1832
BMW C Evolution,767
KTM 790 Duke,181
KTM 250 EXC,416
Kawasaki Z 1000,1033
Yamaha Niken,649
Harley-Davidson,2051
Ducati Streetfighter,157
BMW R 100 GS,739
Yamaha MT-07,204
Ducati 916,942
Yamaha XV 950,768
Kawasaki,669
BMW K 1600 B,210
Yamaha YZF-R1,669
Harley-Davidson Dyna Street Bob,647
BMW F 700 GS,1992
Harley-Davidson Street 750,136
Yamaha XVS 650,705
Harley-Davidson Road King,2051
Piaggio Liberty 125,533
Husqvarna FS 450,1416
BMW R nineT,174
Bimota Tesi 3/D,136
Harley-Davidson Fat Boy,136
Harley-Davidson Sportster 1200,136
BMW K 1300,1124
Honda Gold Wing,1986
BMW R nineT,259
KTM 1290 Super Duke GT,775
Kawasaki Ninja ZX-10RR,800
Peugeot Tweet,747
Triumph Tiger Explorer,635
Yamaha TriCity,643
Honda Gold Wing,631
Piaggio Liberty 50,744
Yamaha NMAX,504
Ducati Hypermotard 950,739
Ducati Scrambler,1971
BMW HP 2 Megamoto,1328
BMW R 1200 RT,710
Kymco Super Dink 125,744
Triumph Thunderbird Sport,1811
Honda GL 1800,835
Yamaha MT-09,1765
Harley-Davidson Street Glide,210
Harley-Davidson Custom Bike,1994
Piaggio MP3 400,1278
Qooder Qooder,608
Piaggio MP3 500,851
Honda CRF 1000,136
BMW R 1200 R,140
Husqvarna FE 501,478
BMW K 1300 GT,212
Ducati Hypermotard 939,661
KTM,971
Harley-Davidson Road King,687
Kymco,215
SYM Jet 4,1785
Piaggio MP3 300,1416
Others,138
Moto Guzzi Stelvio 1200,1567
BMW R nineT,142
Yamaha Ténéré 700,258
Triumph,211
Yamaha Niken,2051
Kawasaki Z 900,643
Victory Boardwalk,1227
SYM,648
BMW C 400 GT,418
Honda,710
Husqvarna Vitpilen,218
KTM 690 Enduro,826
BMW R 1200 RT,1416
Harley-Davidson XL 883,1674
BMW S 1000 XR,1880
BMW K 1600 GTL,677
BMW R 1200 C,649
BMW K 1600 GT,1485
Husqvarna 701 Enduro,973
Honda SH 125,967
Honda VFR 1200,2051
BMW R 1250 GS,1106
Ducati Monster 1200,259
KTM 1290 Super Duke R,1654
Kawasaki VN 800,1833
BMW R 1200 RT,222
BMW R 1200 GS Adventure,1718
Niu,2051
Honda GL 1800,940
Harley-Davidson V-Rod,136
Honda CB 650,800
Others,1784
KTM,1751
BMW R 1200 GS,1785
Honda Integra,136
Honda CBF 1000,940
Kawasaki,2051
Suzuki GSX-R 1000,2041
BMW K 1600 GT,1416
Ducati Multistrada 1260,2016
Ducati 900 SS,711
Triumph,719
BMW K 1600 GT,2051
BMW R 1200 R,676
BMW R 1200 GS,1992
Kymco Super 8,1498
Honda Integra,781
KTM 1290 Super Adventure,533
Triumph Trophy,1030
Triumph Speed Twin,525
KTM,136
BMW R nineT,658
Suzuki,1784
Can Am Spyder RS,662
Triumph Thunderbird 6T,666
BMW R nineT,1728
Qooder Qooder,1964
BMW R 1200 C,623
Triumph Tiger 800,1359
BMW R 1200 GS Adventure,1867
Brixton Felsberg 125,653
Yamaha MT-10,2041
Honda VTR 1000,2051
Kawasaki Z 650,835
Boom Trike Highway,679
BMW R 1200 GS Adventure,672
Harley-Davidson Sportster XR 1200,1760
Yamaha MT-09,853
Harley-Davidson 1200 Custom,1747
Ducati Scrambler,854
Aprilia Tuono,176
BMW F 900 XR,136
Honda VFR 1200,259
Kymco Downtown 125i,1930
Yamaha XT 1200,743
Triumph Speed Triple 1050,136
BMW C 650,1106
Ducati Hypermotard 950,800
Triumph Bonneville Bobber,136
Moto Guzzi V 7,219
Aprilia Dorsoduro,2041
Harley-Davidson Softail,1942
Malaguti F 10,141
KTM,209
Harley-Davidson Electra Glide,720
Yamaha XV 535,541
Kawasaki Z 650,2041
Suzuki SV 650,1331
BMW S 1000 R,175
MV Agusta Brutale 1078,669
Honda,2015
Kawasaki Versys 1000,2051
Honda Shadow 750,1052
Yamaha MT-07,705
MV Agusta Dragster,1416
Benelli,705
Yamaha SR 400,136
Yamaha XV 1600,1423
BMW R 1250 RT,331
Yamaha TMAX 530,1998
Peugeot,1060
Suzuki V-Strom 650,209
BMW K 1600,1230
Malaguti Madison 250,506
Triumph Trident 750,209
Suzuki GSX-S 1000,372
Suzuki GSX-S 1000,211
Harley-Davidson Sportster 1200,2051
Mash Five Hundred 400,804
Triumph Street Scrambler,1487
KTM 1290 Super Duke GT,1060
Honda,1857
BMW S 1000 R,527
Triumph Tiger 800,255
Ducati Scrambler,255
Harley-Davidson Sportster Forty Eight,136
Honda CTX 1300,209
Ducati 1299 Panigale,511
Ducati SuperSport,2051
Kawasaki,258
Others,256
Suzuki Address,1518
Honda VT 1300,1036
Yamaha NEOs 50,260
Piaggio TPH 50,665
Peugeot Django 125,476
BMW C 600 Sport,493
Kawasaki Z 900,260
Yamaha Majesty 400,1175
Buell 1125 CR,525
Yamaha Ténéré 700,1178
BMW R 1200 R,136
Harley-Davidson Night Rod,527
Kymco Agility 125,1505
BMW K 1600 GT,2051
BMW R 50,982
BMW K 1300 R,2015
KTM 1290 Super Adventure,1986
Yamaha MT-125,2051
Harley-Davidson Sportster 1200,2051
REX Scooter 50,209
Harley-Davidson Sport Glide,678
Harley-Davidson Sportster 883,2051
Harley-Davidson Road King,525
Honda PCX 125,506
Kymco Downtown 350i,136
BMW S 1000 RR,665
BMW R 1250 GS,1057
Triumph Tiger 800,873
Mash Dirt Track,1881
SYM,1968
Ducati Streetfighter,1050
KTM 1190 Adventure,639
Honda Fireblade,1867
BMW R 1200 R,1784
Piaggio Liberty 150,734
BMW F 800 R,724
Honda CBF 125,215
Yamaha Tracer 900,681
Bimota DB 7,1106
Aprilia SR 50,258
Moto Guzzi V 11,1886
Triumph Bonneville T100,623
Qooder,758
Piaggio MP3 500,1416
Peugeot SC 50,1121
Piaggio Beverly 300,1457
Honda,1484
BMW F 900 R,653
Peugeot Speedfight,672
MV Agusta F4 1078,2051
BMW R 1200 GS Adventure,705
Honda PCX 150,136
Others,1472
Moto Guzzi,1874
Honda CBR 1000,2041
Honda CBR 650,571
Triumph Bonneville T120,218
BMW S 1000 RR,510
Beta RR 50,136
Vespa GTS 300,229
Honda CB 125,211
Honda Crosstourer,322
Kawasaki Concours,666
Honda Shadow 750,649
KTM 250 EXC,1121
BMW R 1200 R,659
Harley-Davidson F/J,669
Others,212
BMW S 1000 RR,1060
BMW F 850 GS,1054
Honda X-ADV,681
Yamaha MT-10,1855
KTM,1195
Yamaha YFM 700,653
Kawasaki Z 1000,209
Yamaha XTZ 1200,989
Others,493
Lambretta V200,1840
Indian Springfield,989
Harley-Davidson Sportster Forty Eight,1105
KTM 1090 Adventure,1777
Harley-Davidson Heritage Softail,161
BMW R nineT,136
Piaggio MP3 500,733
Yamaha TMAX 530,209
Ducati Scrambler,929
Honda CB 100,211
KTM 450 SMR,675
KTM 790 Adventure,1602
KTM 690 Enduro,1057
Indian,1615
Harley-Davidson,1110
Kawasaki Z 1000,2016
Triton 450 R,719
Honda GL 1200,218
BMW R 100,654
Can Am Renegade,136
Kawasaki Ninja ZX-10R,1211
Harley-Davidson Fat Boy,203
Zero,1856
BMW K 100 RS,1883
Honda CMX 500,623
BMW R 1200,744
KTM 1290 Super Duke R,705
Honda GL 1500,1662
Harley-Davidson Fat Boy,136
Harley-Davidson Softail,705
BMW R 1200 GS Adventure,1785
Harley-Davidson Softail,210
Harley-Davidson FXDR 114,605
Yamaha D'elight,668
BMW,970
Honda,258
Honda VTX 1800,790
Yamaha WR 450,1442
Ducati Scrambler,1106
Others,2051
BMW K 1600 GT,973
BMW F 750 GS,1008
BMW F 800 GS,529
BMW F 800 GS,982
Kymco Grand Dink 300,533
Yamaha,525
BMW S 1000 RR,136
Honda Integra,2042
Honda SH 300,811
Honda CTX 1300,496
Harley-Davidson Dyna Fat Bob,636
Harley-Davidson Electra Glide,781
Harley-Davidson Custom Bike,209
Honda CRF 1100,1600
Ducati 999,934
Honda CMX 500,2051
Victory Magnum,209
Moto Guzzi Audace,255
Honda CB 1000,1341
Honda CRF 1100,1045
TM EN 300 2T,1794
Honda X-ADV,214
Suzuki LT-R 450,1986
BMW R 1200 GS Adventure,2051
Yamaha DT 50,255
Malaguti Password 250,1815
Gilera Runner 50,2016
Husqvarna,138
BMW C 650,1856
BMW F 850 GS,818
Ducati Hypermotard 1100,210
Ducati 1299 Panigale,2041
BMW R 1200 R,2051
Harley-Davidson Night Rod,2051
KTM 690 Supermoto,136
Harley-Davidson Ultra Classic,1453
BMW R 1200 RT,1052
Suzuki V-Strom 650,1036
Others,1008
BMW F 800 R,623
Quadro 350S,1060
BMW F 900 XR,934
BMW S 1000 R,255
BMW R 1200 GS LC,209
Yamaha Ténéré 700,202
Harley-Davidson Electra Glide,1117
MV Agusta,476
Harley-Davidson Fat Bob,136
Can Am Spyder F3-S,1052
Harley-Davidson Sportster Forty Eight,1852
Honda CB 1000,744
BMW R 1250 GS,136
Honda VT 750,893
Others,1060
Honda CRF 1100,222
Sachs/SFM Speedjet 50,136
Triumph Thunderbird Storm,666
Harley-Davidson Sportster XL 883,1796
Harley-Davidson Fat Boy,1060
Piaggio Beverly 350,769
KTM 790 Duke,1783
KTM 690 Duke,210
Yamaha Tracer 900,492
Kymco Agility 125,175
BMW S 1000 RR,209
SYM Mio,1072
Harley-Davidson Dyna Street Bob,672
Triumph,705
BMW R 1250 RT,2027
Suzuki,136
Zero Zero S,533
KTM 1290 Super Adventure,1859
BMW C 400 GT,1540
Honda SH 300,219
Suzuki V-Strom 1050,2015
Suzuki GSX-S 750,1658
Suzuki V-Strom 650,669
Aprilia Sportcity 125,1505
KTM 1290 Super Adventure,1749
Yamaha YZF-R1,649
Yamaha TMAX 530,674
Others,209
Yamaha MT-09,1396
Honda CB 1100,142
BMW S 1000 XR,307
Honda CB 650,649
Yamaha YZF-R1,674
Harley-Davidson Sportster Forty Eight,478
Yamaha D'elight,214
Piaggio Liberty 150,255
Honda NC 750,1508
Ducati Scrambler,1405
Kawasaki Ninja 400,211
Ducati Multistrada 1200,209
BMW F 800 GS,1057
Harley-Davidson Late Shovel,989
Suzuki V-Strom 1050,1300
Yamaha TMAX 560,907
Harley-Davidson Night Train,1729
Kawasaki Z 1000,533
Harley-Davidson Road King,763
Suzuki Burgman 400,506
Victory Hammer S 106,1157
Harley-Davidson,209
Moto Guzzi V 35,769
Triumph Street Triple R,212
Harley-Davidson Heritage Softail,136
Yamaha,983
Yamaha TMAX 530,794
Yamaha YZF-R1,136
Honda X-ADV,746
Harley-Davidson Sportster XR 1200,1165
Harley-Davidson Sportster,695
Suzuki Intruder M,1022
Husqvarna 701 Supermoto,1833
Suzuki GSX-R 600,222
Husqvarna FC 250,1999
BMW K 1600 GTL Exclusive,1060
Aprilia Dorsoduro,1247
BMW S 1000 RR,674
Vespa Hoffmann,669
Moto Guzzi V 9,835
Honda CRF 1000,600
BMW F 800 GS,494
Kymco Agility 125,1224
Honda SH 300,136
BMW F 700 GS,623
BMW R 1250 GS Adventure,744
Yamaha TMAX 530,1748
Vespa Primavera 125,2051
BMW F 900 R,1869
BMW R 1200 GS,260
Honda CB 750,142
Ecomobile,719
Yamaha TMAX 530,692
Moto Guzzi California,1047
BMW K 1600 GTL,259
Harley-Davidson Softail,1416
Yamaha MT-07,245
Yamaha XT 1200,1088
Kawasaki Z 1000,525
Honda,259
Others,1986
Honda,1749
BMW C 650 GT,136
Others Norelli,705
Bimota,1313
Yamaha FJR 1300,940
Kawasaki Z 900,660
BMW R 1200 GS,1466
MV Agusta 350 S,2051
Ducati Diavel,1303
BMW R 1200 GS,1783
Buell XB 12,1862
BMW R 1200 GS LC,209
Yamaha XSR 700,493
Honda ST 1300,260
Piaggio Carnaby 125,140
Kawasaki Z 900,909
Triumph Speed Triple R,1623
BMW C 650 GT,175
Ducati Multistrada 950,140
BMW R nineT,174
BMW R nineT,2026
Alpha,669
BMW R 1200 GS,215
Ducati Hypermotard 950,653
Yamaha Tracer 900,1840
BMW S 1000 R,525
BMW R18,1484
Piaggio Sprint,771
Kawasaki Ninja ZX-6R,209
BMW S 1000 XR,521
Harley-Davidson Road Glide,710
Ducati 1199 Panigale,654
Ducati 848,743
BMW S 1000 XR,635
Kymco Xciting 400i,1044
BMW K 1600 GT,209
Ducati Multistrada 1200,260
Kymco Yager GT,136
Aprilia RSV4,1212
BMW S 1000 R,390
Ducati Multistrada 950,1059
Piaggio MP3 500,771
Yamaha YZF-R1,695
KTM 990 Super Duke,211
Yamaha MT-07,1986
Yamaha,2051
Yamaha X-Max 300,210
Yamaha XT 1200,136
BMW R 1200 GS,2051
Honda Pan European,1488
Harley-Davidson Sportster XLCH 1000,1988
Yamaha YZF-R1,705
Ducati Multistrada 1200,1758
Harley-Davidson Sportster 1200,209
Ducati Diavel,535
BMW C1,1057
Harley-Davidson Road Glide,210
Kawasaki Z 650,327
Husqvarna Vitpilen,705
Triumph Tiger 1050,761
Victory Judge,1929
Kawasaki W 800,260
Harley-Davidson Dyna Super Glide,1886
Triumph Street Triple R,138
KTM 1290 Super Adventure,631
Suzuki V-Strom 1050,215
Honda CBR 900,260
Harley-Davidson Sportster XR 1200,1060
Honda CBF 125,1255
BMW R 1200 RT,258
Harley-Davidson Street Glide,414
Kymco Agility 125,653
BMW F 750 GS,479
BMW S 1000 R,136
Triumph Tiger Explorer,1685
Harley-Davidson,463
Honda F 6 C,136
Others,1883
Kymco Downtown 300i,624
Peugeot Metropolis,259
Piaggio Beverly 300,643
Harley-Davidson Heritage Softail,2004
Harley-Davidson Sportster,260
Yamaha XSR 700,1744
Honda,260
Honda GL 1800,209
BMW,1988
Peugeot Vivacity 50,738
Moto Guzzi California 1400,1072
Triumph Thruxton,800
Harley-Davidson Softail,533
Yamaha TMAX 530,526
Fantic 50E,695
BMW R 1250 GS,136
Ducati Hypermotard 939,136
Aprilia RS 660,210
BMW R 45,705
BMW R 1200 GS LC,643
Beta RR 50,660
Yamaha XSR 900,2027
Harley-Davidson Road King,181
Harley-Davidson Fat Boy,1935
Kymco Downtown 300i,1833
Harley-Davidson LiveWire,1416
Harley-Davidson Softail,1044
BMW R 1200 R,2051
Kawasaki Z 900,1593
Kawasaki Z 1300,1130
Harley-Davidson Street Glide,209
Triumph Scrambler,2051
Laverda 1000,816
Harley-Davidson Heritage Softail,1986
BMW R 1200 GS,643
Kawasaki,527
Ducati 848,669
Triumph Bonneville SE,727
Kawasaki,929
Kymco AK 550,679
Suzuki SV 650,1547
BMW K 1100 RS,169
BMW F 750 GS,136
Honda CBR 650,724
BMW R 1200 GS,821
BMW R 1200 GS,1867
KTM,1749
BMW R 1200 GS LC,136
Harley-Davidson Sportster 883,643
Rolektro E-Trike,648
Kawasaki Z 650,255
Royal Enfield Superbullet,136
Kymco Agility 50,209
Yamaha MT-09,1783
Honda CB 650,136
BMW R 1250 GS,669
Harley-Davidson Heritage Springer,1864
Aprilia Sportcity 300,136
Luxxon Jackfire,210
BMW R 1150 RT,258
Triumph Speed Triple 1050,1083
Triumph Tiger 800,220
Harley-Davidson,1220
Honda CRF 1100,705
Honda,136
SYM Symphony 200,215
Aprilia RS 125,215
Honda,656
Suzuki V-Strom 650,1998
BMW R 1200 GS Adventure,1045
Triumph Bonneville T120,744
Gilera RCR 50,1410
Harley-Davidson Rocker C,2051
KTM 690 SMC,1926
BMW R 1200 GS LC,215
BMW S 1000 R,1864
Honda PCX 125,209
Peugeot Django 125,759
Kymco Agility 125,256
Yamaha Tracer 900,521
KTM 790 Duke,2051
Kawasaki GTR 1400,929
Ducati Panigale V4,1749
KTM 990 Super Duke,1362
Ducati Scrambler,1874
Ducati Multistrada 1200,510
Aprilia Tuono,727
Yamaha TMAX 560,921
BMW K 1300 S,744
Honda Silver Wing,209
Ducati 899 Panigale,902
Harley-Davidson Dyna Glide,681
Honda NC 750,637
Honda,781
BMW R 1200 GS,973
Rieju Tango 250,136
KTM 125 Duke,653
Yamaha YZF-R3,1061
BMW R 1200 GS,1744
BMW R nineT,2041
Moto Guzzi GTV,2017
Kawasaki Versys 650,1494
TGB,1785
BMW R 1200 RS,1104
Yamaha,2051
Yamaha XJR 1300,2027
BMW R nineT,675
TM SMR 125 2T,1592
Yamaha MT-09,516
BMW F 800 R,1195
Triumph Speed Triple 1050,743
Honda VFR 1200,209
BMW R 1200 GS Adventure,211
Yamaha TMAX 530,136
Honda CBR 1000,2016
Yamaha YZF 1000,258
Yamaha TriCity,638
Aprilia Tuono,136
Peugeot Kisbee,739
Kawasaki Z 1000,255
Ducati Monster 821,739
Kawasaki Ninja ZX-6R,506
Kawasaki GTR 1400,591
Harley-Davidson,835
Triumph Speed Twin,775
Kawasaki Z 900,2039
KTM 125 Duke,835
BMW R nineT,781
BMW R 1200 GS,661
BMW R 1150 RS,521
Kymco Dink 200,1833
Ducati 1199 Panigale,669
BMW C 400 X,1865
Kawasaki Z 1000,1416
Triumph Rocket III Touring,1072
Honda CRF 1100,2027
BMW C 650 GT,1749
Indian Chieftain,1008
Kawasaki Z 900,744
BMW R 1250 RT,519
BMW F 800 GS,527
Harley-Davidson Road King,255
TGB Blade 1000,1855
Kawasaki Z 900,1498
Honda GL 1800,1141
Suzuki V-Strom 1000,818
BMW R 1200 GS Adventure,1655
Ducati 750 Sport,254
BMW K 1600 GTL,534
BMW R 1200 GS,136
Kawasaki ZZR 1400,1469
Yamaha TMAX 530,1044
Harley-Davidson Sportster,1721
Honda,743
Yamaha Niken,835
BMW F 700 GS,1529
Ducati Scrambler,210
Triumph Speed Twin,831
Polaris Ranger,649
BMW R 1250 GS Adventure,1182
Yamaha MT-07,136
SYM SYMNH X,140
Harley-Davidson Softail,705
Piaggio MP3 500,138
Suzuki GSX-S 1000,215
BMW K 1200,557
Harley-Davidson Fat Boy,781
Harley-Davidson Sportster 1200,212
BMW R 1200 GS,1886
Niu,215
BMW F 900 XR,277
Beta,1505
Harley-Davidson Fat Boy,1416
Harley-Davidson Sportster 1200,712
Ducati 1299 Panigale,1874
BMW R 1200 RS,1236
BMW R nineT,1749
Moto Guzzi 850 T,1856
Yamaha YZF-R1,929
Ducati Hypermotard 939,1170
Piaggio Medley 125,260
Nova Motors Energy,2040
BMW R 1200 GS LC,1944
BMW R 1200 GS,957
Kawasaki Z 650,136
Kawasaki,253
Matchless G3,2048
Jinling,1626
Suzuki Burgman 650,525
Ducati Multistrada 950,2051
Ducati Scrambler,1474
Honda Forza 250,334
Ducati Diavel,136
Kymco People S 200i,743
BMW R 1200 GS,1071
BMW S 1000 RR,1044
Honda GL 1800,739
BMW R 1200 R,142
AGM City,666
KTM 990 Supermoto,2051
Honda Pan European,136
BMW C 400 GT,136
Honda CRF 450,1052
Yamaha YFM 700,2051
Kymco Super Dink 125,519
Harley-Davidson XL 1200,212
Kawasaki KX 250,674
Triumph,1045
BMW R 1250 RT,832
BMW S 1000 XR,1729
Yamaha FZ 1,720
Kawasaki Z 900,209
MV Agusta F4,1416
Harley-Davidson Sportster 1200,665
Harley-Davidson Softail,656
BMW R 1200 GS,972
Honda X-ADV,1484
Gilera Fuoco 500,649
Ducati 851,1416
MBK Skycruiser,502
BMW C 600 Sport,2044
Harley-Davidson,940
Honda CRF 1100,676
Suzuki GSX-R 750,1505
BMW R 1200 GS Adventure,1062
Zero,1874
Triumph Street Twin,536
BMW S 1000 XR,255
BMW F 900 XR,1234
Honda CB 650,258
Harley-Davidson VRSC V-Rod,478
Kawasaki Vulcan 1700,1314
BMW S 1000 RR,1416
Others,835
BMW R 80 R,681
Keeway Superlight,710
Ducati Multistrada 1200,1506
BMW S 1000 RR,693
Yamaha,2008
Suzuki GSX-S 1000,1798
Aprilia Tuono,510
Honda,506
Montesa Impala,1236
KTM 1290 Super Adventure,1521
Harley-Davidson Low Rider,1072
Peugeot Speedfight,798
Yamaha X-Max 400,151
Mondial,136
Suzuki V-Strom 1000,204
Triumph Sprint ST,212
BMW R 1200 GS,1745
BMW R 1200 RT,136
BMW R 1200 GS,989
Ducati 848,1106
BMW S 1000 XR,1059
BMW F 850 GS,1637
Jinling JLA,967
BMW R 1200 GS,631
SWM SM 500 R,209
BMW K 1600 GTL,259
BMW F 850 GS,1045
BMW K 1600 GT,972
Yamaha NMAX,218
Harley-Davidson Softail,1718
BMW R 1200 RT,835
Harley-Davidson Heritage Softail,1106
Triumph Bonneville SE,821
Ducati Multistrada 1200,136
Husqvarna FE 501,1362
Piaggio Beverly 300,739
Honda Gold Wing,219
BMW R 1200 GS,744
Ducati Monster 821,1783
Honda CB 1000,752
Harley-Davidson Heritage Springer,470
Honda CRF 1000,1121
Harley-Davidson Dyna Fat Bob,1764
Kawasaki Versys 1000,2041
BMW R 1200 GS,573
BMW S 1000 XR,829
Aprilia Caponord 1200,1501
Luxxon Starfighter,533
CF Moto CForce 820,723
Kawasaki Z 800,149
Honda Gold Wing,2041
Harley-Davidson XL 1200,669
BMW R 1200 GS LC,218
Yamaha,638
Yamaha XT 1200,258
BMW R 1200 GS Adventure,2051
Aprilia Tuono,525
Yamaha YZF-R1,733
Piaggio Carnaby 250,724
Yamaha Aerox,1478
Honda,2051
Suzuki Inazuma 250,1033
BMW R 1200 GS,137
Ducati SuperSport,495
Kawasaki Z 650,1059
Triumph Thruxton,185
BMW R 50,705
BMW R 1200 GS Adventure,805
Big Dog K-9,660
BMW R 1200 GS,675
Honda,153
Honda Fireblade,255
Vespa GTV Via Montenapoleone SE,1105
BMW S 1000 XR,994
Triumph Tiger Explorer,138
BMW F 800 R,136
Harley-Davidson Custom Bike,140
BMW R 1200 RT,2051
BMW S 1000 XR,525
Kawasaki Z 900,2027
MV Agusta Turismo Veloce 800,1453
BMW S 1000 R,1416
Can Am Outlander,366
Harley-Davidson Heritage Softail,232
Ducati 1299 Superleggera,929
BMW F 750 GS,798
Sherco,209
Derbi Senda,2015
Aprilia RS 660,534
Triumph Tiger 800,136
Harley-Davidson 1200 Custom,957
BMW S 1000 RR,1743
Harley-Davidson Electra Glide,1128
Yamaha FZ-10,771
BMW S 1000 XR,769
Suzuki GSX-R 1000,1596
BMW R 1200 R,1601
BMW S 1000 XR,942
BMW R 1200 GS,705
Yamaha Aerox,744
Honda CJ 360,924
Kawasaki ZZR 1400,662
Honda SH 300,510
Ducati Scrambler,930
Ducati Multistrada 1260,2051
Harley-Davidson XL 1200,781
Adly Hurricane 400,1044
Aprilia Scarabeo,660
BMW R 1200 GS Adventure,753
Honda,818
Harley-Davidson Electra Glide,209
Harley-Davidson Low Rider,1736
Harley-Davidson Dyna Street Bob,1234
Yamaha Niken,1660
BMW R 100,2051
Vespa LXV 125,1529
Triumph,1484
Others,710
Kawasaki Versys 1000,746
Yamaha YZ 250,1026
Harley-Davidson Heritage Softail,1785
Rieju MRT 50,533
Kymco Like 125,1106
BMW R 1200 GS,705
Yamaha X-City 250,818
Honda VF 750,1744
Yamaha,1478
Harley-Davidson Electra Glide,781
Ducati Multistrada 950,255
Harley-Davidson Softail,2039
Honda CBR 1000,1886
KTM,211
Harley-Davidson Sportster XR 1200,141
Polaris Sportsman 800,525
BMW K 1300 GT,929
Askoll eSpro 45,662
Honda CBF 125,474
Honda VFR 800,653
Triumph Street Triple R,138
Suzuki GSX-S 1000,781
BMW F 700 GS,781
Harley-Davidson Electra Glide,224
Harley-Davidson Fat Bob,1416
BMW R nineT,1486
Aprilia Tuono,1352
BMW R 1200 GS,2051
Suzuki V-Strom 1000,2051
BMW C Evolution,1239
Harley-Davidson Softail,694
Triumph Street Scrambler,2051
BMW,1040
BMW R 1200 GS Adventure,1856
BMW S 1000 R,2051
Keeway RKV 125,470
BMW R 1250 R,808
MBK Flipper,897
Honda,1416
Alfa Scooters,136
BMW R 1200 RT,2017
BMW R 1200 RT,307
Harley-Davidson Iron 883,138
Yamaha FJR 1300,680
Kawasaki Versys 650,984
Honda CRF 1100,649
Opel,525
Yamaha X-Max 250,1466
Vespa GTS Super Sport,658
BMW R 1200 RT,1785
Triumph Street Scrambler,210
BMW R 1200 GS,932
Honda FES 125,136
BMW R18,1536
Ducati Monster 821,681
Triumph Tiger Explorer,769
Yamaha XT 1200,1040
KTM,666
Suzuki GSX-S 1000,2051
Moto Guzzi V 7,1163
Triumph Thruxton,504
Ducati Hypermotard 939,771
Honda CBR 1000,255
KSR Moto GRS 125,692
Honda CRF 1100,1043
BMW R 1200 GS,653
Jawa,1045
Harley-Davidson Street Glide,764
Harley-Davidson Dyna Low Rider,171
Honda NC 750,2051
KTM 790 Duke,209
Arctic Cat Alterra,255
Harley-Davidson Heritage Softail,1869
Kawasaki Z H2,799
Suzuki GSX-R 1000,1218
Yamaha TMAX 530,237
Yamaha MT-10,666
Piaggio Fly 50,1857
Suzuki V-Strom 650,255
Yamaha Niken,970
Kymco,260
Yamaha XTZ 1200,222
Yamaha Niken,136
Harley-Davidson Sportster 883,209
Rieju,2017
Ducati Monster 1200,1166
Laverda 1000,674
Honda CRF 1000,1986
BMW R 1200 GS,215
BMW R 1200 GS LC,1045
Triumph Street Scrambler,214
BMW C 400 GT,1032
Yamaha MT-09,649
BMW S 1000 R,534
Harley-Davidson Dyna Street Bob,209
Aprilia Caponord 1200,1330
Honda CMX 500,1033
BMW R nineT,799
Honda CMX 500,638
Ducati Diavel,218
Generic,1785
Honda X-ADV,241
Honda Integra,516
Yamaha TDM 900,1216
